book_id,chap_id,term_str,n,tf,tfidf,max_pos,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,sentiment
1245,25,deny,1,0.005291005291005291,0.0219204124541907,VB,0.0219204124541907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0219204124541907
1245,25,deserted,1,0.005291005291005291,0.015901875291492635,VBN,0.015901875291492635,0.0,0.015901875291492635,0.015901875291492635,0.0,0.015901875291492635,0.0,0.0,-0.015901875291492635
1245,25,determination,1,0.005291005291005291,0.02142777010291302,NN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02142777010291302,0.02142777010291302
1245,25,difficulties,1,0.005291005291005291,0.020115984317497226,NNS,0.0,0.0,0.0,0.0,0.0,0.020115984317497226,0.0,0.0,-0.020115984317497226
1245,25,dignity,1,0.005291005291005291,0.015901875291492635,NN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015901875291492635,0.015901875291492635
1245,25,disparity,1,0.005291005291005291,0.037300785975928896,NN,0.037300785975928896,0.0,0.037300785975928896,0.0,0.0,0.037300785975928896,0.0,0.0,-0.037300785975928896
1245,25,doubt,1,0.005291005291005291,0.00943419052251672,NN,0.0,0.0,0.0,0.00943419052251672,0.0,0.00943419052251672,0.0,0.00943419052251672,-0.00943419052251672
1245,25,dreary,2,0.010582010582010581,0.04489411245918473,JJ,0.0,0.0,0.0,0.0,0.0,0.04489411245918473,0.0,0.0,-0.04489411245918473
1245,25,endless,1,0.005291005291005291,0.025819701312212957,NN,0.025819701312212957,0.0,0.0,0.025819701312212957,0.025819701312212957,0.025819701312212957,0.0,0.025819701312212957,0.0
1245,25,engaged,1,0.005291005291005291,0.012142651043847054,VBN,0.0,0.012142651043847054,0.0,0.0,0.012142651043847054,0.0,0.0,0.012142651043847054,0.012142651043847054
1245,25,enjoying,1,0.005291005291005291,0.017433656334852343,VBG,0.0,0.017433656334852343,0.0,0.0,0.017433656334852343,0.0,0.0,0.017433656334852343,0.017433656334852343
1245,25,enlighten,1,0.005291005291005291,0.027738061520597657,VB,0.0,0.0,0.0,0.0,0.027738061520597657,0.0,0.0,0.027738061520597657,0.027738061520597657
1245,25,exalted,1,0.005291005291005291,0.022447056229592366,VBN,0.0,0.0,0.0,0.0,0.022447056229592366,0.0,0.0,0.022447056229592366,0.022447056229592366
1245,25,explain,1,0.005291005291005291,0.01388139573940986,VB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01388139573940986,0.01388139573940986
1245,25,fall,1,0.005291005291005291,0.009841396775505525,VB,0.0,0.0,0.0,0.0,0.0,0.009841396775505525,0.0,0.0,-0.009841396775505525
1245,25,familiar,1,0.005291005291005291,0.014433441558535445,JJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014433441558535445,0.014433441558535445
1245,25,fancy,1,0.005291005291005291,0.01613676481190773,NN,0.0,0.01613676481190773,0.0,0.0,0.01613676481190773,0.0,0.0,0.0,0.01613676481190773
1245,25,fault,1,0.005291005291005291,0.015901875291492635,NN,0.0,0.0,0.0,0.0,0.0,0.015901875291492635,0.0,0.0,-0.015901875291492635
1245,25,feeling,2,0.010582010582010581,0.012877868098262643,NN,0.012877868098262643,0.012877868098262643,0.012877868098262643,0.012877868098262643,0.012877868098262643,0.012877868098262643,0.012877868098262643,0.012877868098262643,0.0
1245,25,fell,1,0.005291005291005291,0.0071397292661876674,VBD,0.0,0.0,0.0,0.0,0.0,0.0071397292661876674,0.0,0.0,-0.0071397292661876674
1245,25,flying,1,0.005291005291005291,0.016888188118111054,VBG,0.0,0.0,0.0,0.016888188118111054,0.0,0.0,0.0,0.0,0.016888188118111054
1245,25,force,5,0.026455026455026454,0.06852954843421333,NN,0.06852954843421333,0.0,0.0,0.06852954843421333,0.0,0.0,0.0,0.0,-0.06852954843421333
1245,25,forced,2,0.010582010582010581,0.027411819373685333,VBD,0.0,0.0,0.0,0.027411819373685333,0.0,0.0,0.0,0.0,-0.027411819373685333
1245,25,foresight,1,0.005291005291005291,0.04259179126693419,NN,0.0,0.04259179126693419,0.0,0.0,0.0,0.0,0.0,0.04259179126693419,0.04259179126693419
1245,25,found,5,0.026455026455026454,0.016943323103514808,VBD,0.0,0.0,0.0,0.0,0.016943323103514808,0.0,0.0,0.016943323103514808,0.016943323103514808
1245,25,freedom,2,0.010582010582010581,0.03799382995569591,NN,0.0,0.0,0.0,0.0,0.03799382995569591,0.0,0.0,0.03799382995569591,0.03799382995569591
1245,25,friendship,6,0.031746031746031744,0.09827467425599004,NN,0.0,0.0,0.0,0.0,0.09827467425599004,0.0,0.0,0.09827467425599004,0.09827467425599004
1245,25,frustration,1,0.005291005291005291,0.037300785975928896,NN,0.037300785975928896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.037300785975928896
1245,25,fundamental,1,0.005291005291005291,0.02671877539391831,JJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02671877539391831,0.02671877539391831
1245,25,gain,1,0.005291005291005291,0.02362373570756299,VB,0.0,0.02362373570756299,0.0,0.0,0.02362373570756299,0.0,0.0,0.0,0.02362373570756299
1245,25,garden,2,0.010582010582010581,0.019893370878394167,NN,0.0,0.0,0.0,0.0,0.019893370878394167,0.0,0.0,0.0,0.019893370878394167
1245,25,generous,1,0.005291005291005291,0.023012745139203542,JJ,0.0,0.0,0.0,0.0,0.023012745139203542,0.0,0.0,0.023012745139203542,0.023012745139203542
1245,25,glad,3,0.015873015873015872,0.025506429422251318,JJ,0.0,0.025506429422251318,0.0,0.0,0.025506429422251318,0.0,0.0,0.0,0.025506429422251318
1245,25,good,3,0.015873015873015872,0.006216461376170902,JJ,0.0,0.006216461376170902,0.0,0.0,0.006216461376170902,0.0,0.006216461376170902,0.006216461376170902,0.006216461376170902
1245,25,gratitude,2,0.010582010582010581,0.051639402624425915,NN,0.0,0.0,0.0,0.0,0.051639402624425915,0.0,0.0,0.0,0.051639402624425915
1245,25,green,6,0.031746031746031744,0.040687753164242384,JJ,0.0,0.0,0.0,0.0,0.040687753164242384,0.0,0.0,0.040687753164242384,0.040687753164242384
1245,25,grow,2,0.010582010582010581,0.02925340032368585,VB,0.0,0.02925340032368585,0.0,0.0,0.02925340032368585,0.0,0.0,0.02925340032368585,0.02925340032368585
1245,25,happiness,3,0.015873015873015872,0.040099787196723,NN,0.0,0.040099787196723,0.0,0.0,0.040099787196723,0.0,0.0,0.0,0.040099787196723
