book_id,chap_id,T00,T01,T02,T03,T04,T05,T06,T07,T08,T09,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19
144,20,6.353240186402665e-05,0.25838931792364284,6.353240246571e-05,6.353240237409974e-05,6.353240281617377e-05,6.353240200976955e-05,6.35324028260709e-05,6.353240243813455e-05,0.4394939803043739,6.353240321442428e-05,6.353240301123825e-05,6.353240244543426e-05,6.353240277969679e-05,6.35324026807686e-05,6.353240297954994e-05,6.353240280953575e-05,6.353240305790891e-05,6.353240277343025e-05,0.3010366509265554,6.353240288180375e-05
144,21,6.361323179856605e-05,0.9987913485862581,6.361323225105674e-05,6.36132321238037e-05,6.361323222654178e-05,6.361323206797233e-05,6.36132324174843e-05,6.361323221015136e-05,6.361323246517664e-05,6.36132323565562e-05,6.361323233968783e-05,6.361323230441701e-05,6.36132323975104e-05,6.36132324248398e-05,6.361323233829062e-05,6.361323205786805e-05,6.361323268734621e-05,6.361323238383539e-05,6.361323261626966e-05,6.36132322745421e-05
144,22,6.0975609948015406e-05,6.0975610941456176e-05,6.0975610661778426e-05,6.0975610769561505e-05,6.097561094044503e-05,6.097561035849096e-05,6.0975610915108775e-05,6.0975610528873474e-05,0.03231218191402144,6.097561080576957e-05,6.097561086558471e-05,6.0975610613656024e-05,6.0975610737056094e-05,6.097561093690159e-05,6.097561067999595e-05,6.0975610364032724e-05,0.2658860432003494,6.097561061727051e-05,0.7007651895037451,6.0975611200113346e-05
144,23,0.00010460251106193974,0.00010460251237856137,0.00010460251215810197,0.00010460251175119457,0.000104602514599199,0.00010460251202263544,0.00010460251224377128,0.00010460251200965674,0.00010460251304517524,0.00010460251256268847,0.00010460251241472327,0.00010460251178479385,0.00010460251229500741,0.00010460251218294941,0.00010460251203790856,0.00010460251135724607,0.23598941134248855,0.00010460251247849509,0.7621277434371085,0.00010460251201874339
144,24,7.299270132429846e-05,7.29927021698672e-05,7.29927019087697e-05,7.299270169984086e-05,0.010255179754617177,7.29927015576662e-05,7.299270238532252e-05,7.299270172081947e-05,7.299270246254847e-05,7.299270211859966e-05,7.299270199165779e-05,7.29927022790228e-05,7.29927020996122e-05,7.299270209481513e-05,7.299270215847371e-05,7.299270157758419e-05,0.04509710617201181,7.299270226734921e-05,0.9434068381395356,7.299270201916317e-05
144,25,2.805836154696782e-05,2.8058361994741042e-05,2.8058361890589068e-05,2.8058361819025104e-05,0.18586640371946672,2.805836166583389e-05,2.80583619281112e-05,2.8058361807412384e-05,2.8058362039751597e-05,2.8058362019837398e-05,2.8058361889951675e-05,2.8058361831237174e-05,2.805836192570875e-05,2.8058361921820653e-05,2.8058361943135437e-05,2.8058362364687696e-05,0.2728351151886626,2.8058361874015957e-05,0.540821488939547,2.8058361861045853e-05
144,26,7.24637684971707e-05,7.246376955547983e-05,7.246376936871094e-05,7.246376916622194e-05,7.246377088430415e-05,7.246376873850237e-05,7.246376957767696e-05,7.246376917504882e-05,7.246376994247265e-05,7.246376953035601e-05,7.246376940210773e-05,7.246376917166003e-05,7.246376953227278e-05,7.246376950213177e-05,7.246376955817646e-05,7.246376910609874e-05,0.21865849956198732,7.246376951859633e-05,0.780037152588589,7.246376919683467e-05
144,27,0.00010416666719178937,0.00010416666947684648,0.00010416666812986009,0.00010416666798167589,0.00010416666910767598,0.00010416666758297419,0.6452825278921015,0.00010416666754122968,0.0001041666690896227,0.00010416666793357956,0.00010416666867304492,0.00010416666868194604,0.00010416666879558847,0.00010416666858362125,0.0001041666680663457,0.00010416666794715611,0.054780321392033204,0.00010416666802792206,0.2981663173542286,0.00010416666882559553
805,1,3.109452754257015e-05,3.109452790519074e-05,3.1094528069449073e-05,3.1094527915092044e-05,3.109452765179078e-05,3.109452791667721e-05,3.109452796874152e-05,3.109452881847354e-05,3.109452794783745e-05,3.109452815783204e-05,3.109452800934193e-05,3.109452795804142e-05,3.10945280687334e-05,3.10945280416613e-05,3.109453022275198e-05,3.1094527688835666e-05,3.109452805079511e-05,3.109452810710319e-05,0.9994092039660952,3.1094527863946975e-05
805,2,6.693440487046148e-05,6.693440520134933e-05,6.693440562067846e-05,6.693440552704194e-05,6.693440518154417e-05,6.693440508932052e-05,6.693440586431701e-05,6.693440510493237e-05,6.693440546446137e-05,6.693440566833098e-05,0.170907430197737,6.69344057346939e-05,6.693440555313236e-05,0.026879374122003797,6.693440579858556e-05,6.693440549873193e-05,6.693440571369987e-05,6.693440573104733e-05,0.8010753107868324,6.693440580453022e-05
805,3,2.6123302160250214e-05,2.6123302365252103e-05,2.6123302596565542e-05,2.612330243939172e-05,2.6123302706784888e-05,2.612330233582116e-05,2.612330248818261e-05,2.612330239816268e-05,2.6123302508041583e-05,2.612330264589021e-05,0.019473379543804303,2.612330257749374e-05,2.612330248310024e-05,2.6123302561957385e-05,2.6123302572043792e-05,2.6123302482458667e-05,2.6123302533843375e-05,2.612330261432678e-05,0.9800564010112112,2.612330251490618e-05
805,4,3.516174419798437e-05,3.5161744677265745e-05,3.516174475841986e-05,3.5161744571625056e-05,3.5161744438496075e-05,3.516174446261662e-05,3.516174473973779e-05,3.516174447400361e-05,3.516174469937408e-05,3.516174491854536e-05,3.516174489964132e-05,3.5161744845125225e-05,3.5161744588804714e-05,3.516174474581735e-05,0.0036967734969072788,3.516174460989104e-05,3.5161744805968546e-05,0.01356313521373245,0.9821423416302603,3.5161744666752535e-05
805,5,2.665245218235957e-05,2.6652452416139045e-05,2.6652452572807296e-05,2.6652452421710306e-05,2.6652452277116707e-05,2.665245243796839e-05,2.6652452549061063e-05,2.6652452410290367e-05,2.6652452560062723e-05,2.665245261028874e-05,0.012001253844949529,2.665245249524562e-05,2.6652452493963717e-05,2.6652452614080447e-05,2.6652452432246583e-05,2.6652452588767528e-05,2.6652452821851916e-05,2.665245261837401e-05,0.9875190020100882,2.665245245997807e-05
805,6,6.738544502413754e-05,6.738544571290118e-05,6.738544628267705e-05,6.738544590591863e-05,6.738544578857515e-05,6.73854454505321e-05,6.738544586205635e-05,6.738544573133385e-05,6.738544609033944e-05,6.738544634664865e-05,6.738544613987464e-05,6.738544610438881e-05,6.738544591748586e-05,6.738544637231208e-05,6.73854461378052e-05,6.738544532840557e-05,6.738544611498277e-05,0.016795514986190703,0.9819915469878256,6.738544567324097e-05
805,7,0.00011494252974001196,0.00011494253084803812,0.00011494253092236259,0.00011494253018006577,0.00011494253042066987,0.00011494253065590924,0.00011494253119038852,0.00011494253006012402,0.00011494253076398814,0.00011494253090526147,0.00011494253120229488,0.00011494253104245968,0.00011494253068041655,0.00011494253135697745,0.00011494253102549102,0.00011494252997224301,0.00011494253129299373,0.00011494253166282207,0.9978160919152345,0.0001149425308429966
805,8,4.5004500774673077e-05,4.500450110887057e-05,4.5004501515930176e-05,4.500450111307454e-05,4.500450137712633e-05,4.500450110041744e-05,4.5004501336032406e-05,4.5004501134020536e-05,4.50045014057023e-05,0.06202199181936102,4.5004501599326803e-05,4.500450145891086e-05,4.500450118835184e-05,4.500450138046934e-05,4.500450139418018e-05,4.500450087184001e-05,4.5004501543358146e-05,4.500450159255394e-05,0.9371679271574317,4.5004501312475755e-05
805,9,4.739336519987332e-05,4.7393366006683435e-05,0.014417324028875822,4.73933656816119e-05,4.7393365543893635e-05,4.73933654955067e-05,4.7393366088430056e-05,4.739336561959153e-05,4.7393365811914924e-05,4.7393365996132576e-05,0.1529587290717906,4.739336590745414e-05,4.739336600119667e-05,4.7393365970182875e-05,0.007948669409522702,4.739336607632437e-05,4.739336616222402e-05,4.739336618592713e-05,0.8239169836360447,4.7393366019330986e-05
805,10,9.14076787031951e-05,9.140767989617124e-05,9.140768049965806e-05,9.140767998851158e-05,9.140767999753403e-05,9.140767973551028e-05,9.140768021751419e-05,9.14076802639406e-05,9.140767998742455e-05,9.140768082754574e-05,9.14076809651448e-05,9.140768049929313e-05,9.140767980657368e-05,9.140768075224093e-05,0.01220520595544581,9.14076798910666e-05,9.140768047296472e-05,9.140768062709146e-05,0.9861494558015071,9.140767991559776e-05
805,11,3.1766200912257704e-05,3.176620133474056e-05,3.176620141453452e-05,3.1766201324471377e-05,3.1766201203960143e-05,3.1766201130473666e-05,3.1766201457289145e-05,3.1766201309684824e-05,3.1766201401292474e-05,3.176620145340661e-05,3.176620141434265e-05,3.176620133328104e-05,3.1766201329666955e-05,3.176620145842815e-05,3.176620145076697e-05,3.17662010642717e-05,3.176620157105432e-05,3.176620154284978e-05,0.9993964421745897,3.176620130349165e-05
1245,1,6.535947755084153e-05,6.535947820291583e-05,6.535947808220257e-05,6.535947840553828e-05,6.535947779948804e-05,6.535947778906102e-05,6.535947835238594e-05,6.53594778963284e-05,6.535947878716631e-05,6.535947808047321e-05,6.535947812857855e-05,6.535947835635843e-05,6.535947846688495e-05,6.535947842818716e-05,6.53594791167187e-05,6.535947773611459e-05,0.3791919542089627,6.5359478227745e-05,0.6196315751833291,6.535947830135596e-05
1245,2,6.729475153323806e-05,6.729475190997326e-05,6.729475236049026e-05,6.729475222847433e-05,6.729475214651835e-05,6.729475192158923e-05,6.729475226787664e-05,6.7294751793317e-05,6.72947525642442e-05,6.729475205334425e-05,6.72947521871964e-05,6.729475213752596e-05,0.40371328697042813,6.72947524311273e-05,6.729475198168203e-05,6.729475169364046e-05,0.5950754074914701,6.729475225396619e-05,6.729475262812455e-05,6.729475200953987e-05
1245,3,7.751938037378132e-05,7.751938066294736e-05,7.751938113162993e-05,7.751938080411208e-05,7.751938053908629e-05,7.751938070347645e-05,7.751938098025697e-05,7.751938050652443e-05,0.9985271317623544,7.751938115152e-05,7.751938098846972e-05,7.751938089942934e-05,7.751938112928162e-05,7.75193811351301e-05,7.751938061444586e-05,7.751938087761059e-05,7.751938146345537e-05,7.75193811615337e-05,7.751938144144443e-05,7.751938108128044e-05
1245,4,5.8616647372745216e-05,5.861664811252143e-05,5.8616648038643034e-05,5.861664810816936e-05,5.861664809464936e-05,5.8616647839392526e-05,5.861664830073763e-05,5.861664780877074e-05,5.8616648399900906e-05,5.861664820482917e-05,5.8616648173766006e-05,5.861664811622506e-05,5.8616648219353366e-05,5.861664824042126e-05,5.861664819423607e-05,5.8616647636821026e-05,0.5981991567227494,5.861664830255138e-05,0.4007457436115901,5.861664849683417e-05
1245,5,7.668711684018621e-05,7.668711817180063e-05,7.668711791972048e-05,7.66871178848661e-05,7.668711725764118e-05,7.66871173897872e-05,7.668711814318669e-05,7.668711758534884e-05,0.021939780397398034,7.668711813369334e-05,7.668711804269639e-05,7.668711790374787e-05,7.66871178339258e-05,7.668711783058564e-05,7.668711780653514e-05,7.668711803548488e-05,0.44238184826090104,7.668711786049429e-05,0.5343746903390484,7.668711801290878e-05
1245,6,4.642525558902183e-05,4.642525623477254e-05,4.6425256204104824e-05,4.642525598144632e-05,4.642525594985418e-05,4.642525589767263e-05,4.642525637839619e-05,4.6425258878338386e-05,4.642525627535296e-05,4.64252564269313e-05,4.6425256280723e-05,4.6425256195665e-05,4.6425256307039927e-05,4.642525621144205e-05,4.642525831458924e-05,4.6425256468154883e-05,0.6897316226935135,4.642525643377893e-05,0.3094327226900538,4.6425256405507574e-05
1245,7,0.00011160714358579685,0.000111607144253848,0.00011160714494207096,0.00011160714429685968,0.00011160714465254797,0.00011160714397841897,0.00011160714487616954,0.0001116071440165653,0.9978794642523068,0.00011160714497864102,0.0001116071448924144,0.00011160714454125065,0.00011160714500494864,0.00011160714487116349,0.00011160714430040972,0.0001116071440243738,0.00011160714516010269,0.00011160714512710256,0.0001116071455185817,0.00011160714467192395
1245,8,0.0001265822789254166,0.0001265822805660558,0.0001265822803943741,0.0001265822801797826,0.00012658227996351545,0.00012658227979723928,0.0001265822811725246,0.0001265822799498798,0.6555585934958845,0.00012658228037483126,0.0001265822806770605,0.0001265822803711336,0.00012658228068771287,0.00012658228108153584,0.00012658228037598578,0.00012658227970867698,0.11017113664024486,0.00012658228041409754,0.23211837109846534,0.0001265822807653371
1245,9,7.06214693845396e-05,7.062147002630711e-05,7.062147021794379e-05,7.062146986659222e-05,7.062146993400496e-05,7.062146984890865e-05,7.062147028853942e-05,7.062146976937191e-05,0.09296221525795079,7.062147146672857e-05,7.062147032023301e-05,7.06214700185669e-05,7.062147029767358e-05,7.062147041649616e-05,7.062147140917737e-05,7.062147024431933e-05,0.4255330331979117,7.062147044060409e-05,0.4803041865498627,7.062147032477427e-05
1245,10,9.259259301963383e-05,9.259259384185851e-05,9.259259421257202e-05,9.25925939040916e-05,9.259259337950022e-05,9.259259370094816e-05,9.259259401379248e-05,9.259259376959158e-05,9.259259433863722e-05,9.259259413274947e-05,9.259259431764784e-05,9.259259397582618e-05,9.259259398768247e-05,9.259259438664504e-05,9.259259394375468e-05,9.259259376033479e-05,0.9982407407130351,9.259259400430707e-05,9.25925962748922e-05,9.259259400015828e-05
1245,11,0.00010373444043978587,0.0001037344415760248,0.0001037344416961393,0.00010373444086896501,0.00010373444076668451,0.00010373444144285031,0.0001037344417195517,0.00010373444161170656,0.00010373444244427208,0.00010373444157292332,0.00010373444146116669,0.00010373444160649315,0.00010373444187927375,0.00010373444219662172,0.00010373444247120127,0.00010373444088824931,0.7135233993977347,0.00010373444184173886,0.28460938065378455,0.00010373444199709822
1245,12,6.468305341405466e-05,6.468305407866246e-05,6.468305416088649e-05,6.468305425626667e-05,6.468305423098437e-05,6.46830537744747e-05,6.468305417409833e-05,6.468305437130751e-05,0.07594770164945265,6.46830539951237e-05,6.468305427114353e-05,6.468305396771633e-05,6.468305430311245e-05,0.05012641747217522,0.017464019804118335,6.468305376396267e-05,0.39067776039570756,6.468305410015008e-05,0.46481385486711707,6.468305456708627e-05
1245,13,0.00018050541668317057,0.0001805054179960913,0.0001805054178236098,0.00018050541783088092,0.00018050541703613863,0.00018050541705883868,0.3608332672797428,0.00018050541794809862,0.00018050541860794865,0.0001805054187822577,0.00018050541847207572,0.00018050541749259203,0.00018050541873352249,0.0001805054183701858,0.000180505417618956,0.00018050541702593933,0.6359176351969951,0.00018050541831313982,0.00018050541948332174,0.0001805054179853243
1245,14,7.451564854012648e-05,7.451564937648558e-05,7.451564961524822e-05,7.451565017878753e-05,7.451564946348729e-05,7.451564943137692e-05,7.451565017725166e-05,7.451564945842499e-05,7.451564985096562e-05,7.451565026294465e-05,7.451564968297982e-05,7.45156496942753e-05,7.451564990143372e-05,7.45156495878625e-05,7.451565020721683e-05,7.45156493149093e-05,0.692567085393022,7.451565001389887e-05,0.3060916329122806,7.451564993970615e-05
1245,15,5.30785566184137e-05,5.3078557308444364e-05,5.307855724456194e-05,5.307855702371502e-05,5.3078556955613765e-05,5.3078556885091984e-05,5.3078557396167534e-05,5.307855702564816e-05,5.307855742641373e-05,5.3078557275203e-05,5.307855734845131e-05,5.3078557188870884e-05,0.03416284878153864,5.307855741047585e-05,5.307855715858553e-05,5.30785573960693e-05,0.4555286527742985,5.307855733438117e-05,0.5094061629717421,5.307855742460785e-05
1245,16,7.256894086053517e-05,7.256894176772462e-05,7.256894170803803e-05,7.256894132572215e-05,7.256894136489072e-05,7.256894134130456e-05,7.256894183196391e-05,7.256894142106482e-05,0.02540340559657778,7.256894182976339e-05,7.256894190588891e-05,7.256894162980421e-05,7.256894201420812e-05,7.256894203824807e-05,7.256894188486886e-05,7.256894145625344e-05,0.5898416599318476,7.256894194490126e-05,0.38352126246345275,7.256894179684681e-05
1245,17,6.98324027511369e-05,6.983240348832063e-05,6.983240365387414e-05,6.983240359225999e-05,6.983240374636543e-05,6.983240308834163e-05,6.983240406641838e-05,6.98324035275927e-05,0.34345690768227527,6.983240327572136e-05,6.983240334483051e-05,6.983240345670532e-05,6.983240365895216e-05,6.983240357574645e-05,6.983240339313878e-05,6.983240357981625e-05,0.25410229799215306,6.983240317450659e-05,0.3793762268367439,0.02194724903345417
1245,18,3.24254217671785e-05,3.242542221277574e-05,3.242542223492518e-05,3.242542202377256e-05,3.242542194975601e-05,3.242542178802613e-05,3.242542222830847e-05,3.24254220015554e-05,3.242542220896115e-05,3.242542247900433e-05,3.2425422382720924e-05,3.24254222826995e-05,3.242542225770021e-05,3.242542226273993e-05,0.0060597247109241996,3.242542212423135e-05,0.9721908298892804,3.242542238716912e-05,0.021198213222995817,3.242542220787509e-05
1245,19,0.0001412429384400082,0.00014124294084115658,0.0001412429402320456,0.00014124293960211847,0.00014124293983013592,0.000141242939525325,0.00014124293944392584,0.0001412429390268167,0.00014124294015975894,0.00014124294037666635,0.00014124294035055513,0.00014124294034598226,0.0001412429401459179,0.0001412429407965141,0.0001412429397595443,0.00014124294002199853,0.9973163841400342,0.0001412429403083606,0.00014124294113428276,0.00014124293962463843
1245,20,7.002801159425756e-05,7.002801230853343e-05,7.002801247350038e-05,7.00280120933734e-05,7.002801180077801e-05,7.002801192127315e-05,7.002801236375198e-05,7.002801209421476e-05,7.00280126552207e-05,7.002801272736938e-05,7.002801253696156e-05,7.002801244557054e-05,7.002801219162643e-05,7.002801234658761e-05,7.002801275092191e-05,7.00280117853355e-05,0.9986694677654727,7.002801330131251e-05,7.002801282772517e-05,7.002801230887496e-05
1245,21,7.763975204955935e-05,7.763975296182231e-05,7.763975354447688e-05,7.763975243595323e-05,7.76397525212192e-05,7.763975236156964e-05,7.763975395044093e-05,7.763975292951734e-05,7.763975374095006e-05,7.763975303365757e-05,7.763975284657617e-05,7.763975337150462e-05,7.763975302800331e-05,0.06761268535882242,7.7639753439073e-05,7.763975246602713e-05,0.7445391726145082,7.763975390622267e-05,0.18652826622542826,7.763975265474812e-05
1245,22,7.836990656247335e-05,7.836990719922578e-05,7.836990747544027e-05,7.836990740776509e-05,7.836990951870057e-05,7.836990662478605e-05,7.836990712061426e-05,7.836990699225423e-05,7.836990786977646e-05,7.836990714099608e-05,7.836990733974538e-05,7.836990738210329e-05,7.836990698409062e-05,7.836990760966967e-05,7.83699071469407e-05,7.83699066724399e-05,0.7970630294574261,7.836990746225692e-05,0.20152631220835585,7.836990970885974e-05
1245,23,7.987220479014876e-05,7.987220610131288e-05,7.987220569116765e-05,7.98722054568042e-05,7.98722056637878e-05,7.98722055415046e-05,7.987220581428191e-05,7.987220644873538e-05,7.987220593206017e-05,7.987220706091863e-05,7.987220607218725e-05,7.987220586332413e-05,7.98722062219324e-05,7.987220596641836e-05,7.987220614000267e-05,7.987220535108699e-05,0.912716742480373,7.98722058630318e-05,0.08584555781357509,7.98722060732299e-05
1245,24,3.563791899366375e-05,3.563791928228656e-05,3.5637919459241076e-05,3.563791930353722e-05,3.5637919308236704e-05,3.5637919152562484e-05,3.563791946182075e-05,3.563791919273189e-05,3.563791960441609e-05,3.5637919445420764e-05,3.563791934524182e-05,3.5637919386571246e-05,3.5637919554137037e-05,3.563791948253359e-05,3.5637919395644765e-05,3.563791920050535e-05,0.9604887338946896,3.5637919393499386e-05,0.038869783556830795,3.5637919517541066e-05
1245,25,8.130081331604638e-05,8.13008144796463e-05,8.130081444587554e-05,8.130081408036345e-05,8.130081398575107e-05,8.130081373722497e-05,8.130081427790003e-05,8.130081370972335e-05,8.130081487303953e-05,8.130081434703177e-05,8.130081455390864e-05,8.130081426123476e-05,0.018819750503547616,8.13008143228135e-05,8.130081410011718e-05,8.130081653058864e-05,0.9458725518729887,8.13008144347102e-05,8.130081489481974e-05,0.033925583779113005
